
0	['O', 'O', 'B-Concept', 'I-Concept', 'I-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Concept', 'I-Concept', 'O']	['en', 'la', 'leucemia', 'linfocítica', 'crónica', ',', 'hay', 'demasiados', 'linfocitos', ',', 'un', 'tipo', 'de', 'glóbulos', 'blancos', '.']
1	['O', 'B-Predicate', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'I-Concept', 'O', 'B-Concept', 'O']	['la', 'mayoría', 'de', 'las', 'arritmias', 'son', 'el', 'resultado', 'de', 'problemas', 'en', 'el', 'sistema', 'eléctrico', 'del', 'corazón', '.']
2	['O', 'B-Concept', 'B-Action', 'O', 'B-Concept', 'B-Concept', 'B-Action', 'O', 'O', 'B-Concept', 'O']	['el', 'tept', 'comienza', 'en', 'momentos', 'diferentes', 'dependiendo', 'de', 'la', 'persona', '.']
3	['B-Reference', 'O', 'B-Action', 'O', 'B-Predicate', 'O', 'B-Action', 'O', 'B-Action', 'O', 'B-Action', 'O', 'B-Action', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O']	['eso', 'puede', 'afectar', 'su', 'capacidad', 'para', 'caminar', ',', 'gatear', ',', 'respirar', ',', 'tragar', 'y', 'controlar', 'la', 'cabeza', 'y', 'el', 'cuello', '.']
4	['O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Concept', 'I-Concept', 'I-Concept', 'I-Concept', 'O']	['las', 'paperas', 'son', 'causadas', 'por', 'el', 'virus', 'de', 'las', 'paperas', '.']
5	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'B-Concept', 'O']	['la', 'cocaína', 'es', 'un', 'polvo', 'blanco', '.']
6	['O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Action', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'B-Concept', 'B-Concept', 'O', 'B-Action', 'O', 'O', 'O', 'B-Concept', 'O']	['la', 'indigestión', 'puede', 'ser', 'consecuencia', 'de', 'comer', 'demasiado', 'o', 'demasiado', 'rápido', ',', 'ingerir', 'alimentos', 'grasosos', 'o', 'comer', 'en', 'momentos', 'de', 'estrés', '.']
7	['O', 'O', 'O', 'B-Action', 'O', 'B-Action', 'O', 'B-Predicate', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'B-Action', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'I-Concept', 'O']	['sin', 'embargo', ',', 'si', 'siente', 'picazón', 'en', 'todo', 'el', 'cuerpo', ',', 'tiene', 'ronchas', 'que', 'vuelven', 'a', 'aparecer', 'o', 'tiene', 'picazón', 'sin', 'una', 'causa', 'aparente', ',', 'podría', 'necesitar', 'de', 'la', 'atención', 'médica', '.']
8	['B-Reference', 'B-Action', 'O', 'B-Concept', 'B-Concept', 'O', 'B-Action', 'O', 'B-Predicate', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Concept', 'I-Concept', 'I-Concept', 'O']	['lo', 'expone', 'a', 'dañinos', 'rayos', 'y', 'aumenta', 'su', 'riesgo', 'de', 'problemas', 'de', 'salud', 'como', 'melanoma', 'y', 'otros', 'tipos', 'de', 'cáncer', 'de', 'piel', '.']
9	['O', 'B-Concept', 'O', 'B-Concept', 'I-Concept', 'I-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'B-Concept', 'I-Concept', 'I-Concept', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Predicate', 'O', 'O', 'B-Concept', 'O']	['la', 'angiografía', 'o', 'angiograma', 'de', 'corazón', 'es', 'un', 'procedimiento', 'que', 'utiliza', 'tintes', 'de', 'contraste', 'y', 'radiografías', 'para', 'observar', 'el', 'interior', 'de', 'las', 'arterias', '.']
10	['O', 'O', 'O', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Action', 'O', 'B-Action', 'O', 'O', 'B-Action', 'B-Concept', 'O']	['en', 'este', 'caso', ',', 'la', 'droga', 'hace', 'que', 'la', 'víctima', 'no', 'pueda', 'negarse', 'o', 'defenderse', 'contra', 'una', 'agresión', 'sexual', '.']
11	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'I-Concept', 'I-Concept', 'O', 'O', 'B-Predicate', 'I-Predicate', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'B-Concept', 'O']	['la', 'retina', 'es', 'una', 'capa', 'de', 'tejido', 'en', 'la', 'parte', 'posterior', 'del', 'ojo', 'que', 'percibe', 'la', 'luz', 'y', 'envía', 'las', 'imágenes', 'al', 'cerebro', '.']
12	['O', 'B-Concept', 'I-Concept', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'B-Concept', 'O']	['los', 'cuidados', 'paliativos', 'son', 'el', 'tratamiento', 'para', 'la', 'incomodidad', ',', 'los', 'síntomas', 'y', 'el', 'estrés', 'que', 'produce', 'una', 'enfermedad', 'grave', '.']
13	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'I-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Action', 'O', 'B-Concept', 'O']	['una', 'violación', 'es', 'cualquier', 'actividad', 'sexual', 'en', 'la', 'que', 'usted', 'no', 'ha', 'dado', 'su', 'autorización', '.']
14	['O', 'B-Concept', 'I-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'I-Concept', 'O', 'O', 'O', 'O', 'O']	['la', 'vitamina', 'd', 'también', 'juega', 'un', 'rol', 'en', 'su', 'sistema', 'nervioso', ',', 'muscular', 'e', 'inmunitario', '.']
15	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'O']	['las', 'várices', 'son', 'muy', 'comunes', '.']
16	['B-Reference', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O']	['esto', 'incluye', 'alcoholismo', 'y', 'abuso', 'del', 'alcohol', '.']
17	['O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'B-Predicate', 'B-Concept', 'O']	['un', 'cirujano', 'puede', 'reconstruir', 'una', 'mama', 'de', 'diferentes', 'maneras', '.']
18	['O', 'B-Concept', 'O', 'B-Concept', 'B-Concept', 'B-Action', 'O', 'B-Action', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'B-Predicate', 'B-Concept', 'O']	['una', 'persona', 'con', 'diagnóstico', 'doble', 'tiene', 'un', 'problema', 'mental', 'y', 'de', 'alcohol', 'o', 'drogas', 'al', 'mismo', 'tiempo', '.']
19	['O', 'B-Concept', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'B-Predicate', 'B-Concept', 'O']	['la', 'indigestión', 'puede', 'ser', 'un', 'signo', 'de', 'un', 'problema', 'más', 'serio', '.']
20	['O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Action', 'O']	['en', 'la', 'adolescencia', 'pasas', 'por', 'muchos', 'cambios', '.']
21	['O', 'B-Action', 'O', 'B-Concept', 'O', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'B-Concept', 'B-Concept', 'O']	['las', 'mordeduras', 'de', 'animales', 'rara', 'vez', 'ponen', 'en', 'peligro', 'la', 'vida', ',', 'pero', 'si', 'se', 'infectan', 'pueden', 'surgir', 'problemas', 'médicos', 'graves', '.']
22	['O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Action', 'O']	['los', 'testículos', 'pueden', 'inflamarse', 'o', 'infectarse', '.']
23	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'B-Concept', 'O', 'B-Concept', 'O']	['las', 'hormonas', 'son', 'los', 'mensajeros', 'químicos', 'del', 'cuerpo', '.']
24	['O', 'B-Concept', 'O', 'B-Action', 'B-Action', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O']	['el', 'olfato', 'nos', 'permite', 'disfrutar', 'las', 'esencias', 'y', 'fragancias', ',', 'como', 'las', 'rosas', 'o', 'el', 'café', '.']
25	['O', 'B-Concept', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'B-Concept', 'O']	['el', 'tratamiento', 'incluye', 'cirugía', ',', 'radioterapia', 'y', 'quimioterapia', '.']
26	['O', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O']	['los', 'exámenes', 'de', 'la', 'tiroides', 'incluyen', 'análisis', 'de', 'sangre', 'y', 'pruebas', 'de', 'imagen', '.']
27	['B-Reference', 'O', 'O', 'B-Action', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Action', 'O', 'B-Concept', 'I-Concept', 'O']	['otras', 'hacen', 'más', 'lentos', 'los', 'latidos', 'del', 'corazón', 'o', 'aflojan', 'y', 'ensanchan', 'los', 'vasos', 'sanguíneos', '.']
28	['O', 'B-Action', 'O', 'B-Concept', 'O', 'B-Concept', 'B-Concept', 'B-Action', 'B-Action', 'O']	['las', 'idas', 'al', 'baño', 'con', 'resultados', 'exitosos', 'deberían', 'recompensarse', '.']
29	['O', 'B-Concept', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'I-Concept', 'O']	['los', 'antibióticos', 'no', 'funcionan', 'para', 'las', 'infecciones', 'virales', '.']
30	['O', 'B-Reference', 'O', 'O', 'B-Action', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'I-Concept', 'I-Concept', 'I-Concept', 'O']	['si', 'usted', 'ha', 'estado', 'consumiendo', 'cafeína', 'de', 'manera', 'regular', 'y', 'luego', 'para', 'de', 'repente', ',', 'puede', 'tener', 'abstinencia', 'de', 'la', 'cafeína', '.']
31	['O', 'O', 'B-Predicate', 'I-Predicate', 'I-Predicate', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'I-Concept', 'O', 'B-Concept', 'O']	['cerca', 'de', 'una', 'de', 'cada', 'cuatro', 'personas', 'con', 'vih', 'en', 'los', 'estados', 'unidos', 'es', 'mujer', '.']
32	['O', 'B-Concept', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'O', 'B-Action', 'O', 'O', 'O', 'O']	['los', 'tratamientos', 'incluyen', 'medicinas', ',', 'psicoterapia', 'o', 'la', 'combinación', 'de', 'los', 'dos', '.']
33	['O', 'B-Concept', 'I-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Predicate', 'O', 'O', 'B-Concept', 'B-Concept', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Action', 'O']	['la', 'cavidad', 'nasal', 'es', 'el', 'túnel', 'que', 'queda', 'justo', 'detrás', 'de', 'su', 'nariz', 'a', 'través', 'del', 'cual', 'el', 'aire', 'pasa', 'en', 'su', 'camino', 'hacia', 'la', 'garganta', 'cuando', 'usted', 'respira', '.']
34	['B-Predicate', 'B-Concept', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'I-Concept', 'O', 'O', 'B-Concept', 'O']	['varios', 'problemas', 'pueden', 'afectar', 'a', 'las', 'glándulas', 'suprarrenales', ',', 'incluyendo', 'tumores', '.']
35	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'B-Action', 'B-Action', 'B-Reference', 'B-Concept', 'O']	['los', 'padres', 'y', 'los', 'niños', 'deben', 'conocer', 'estos', 'peligros', '.']
36	['O', 'O', 'O', 'O', 'B-Concept', 'O', 'B-Reference', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Predicate', 'O', 'O', 'O', 'B-Concept', 'O']	['con', 'frecuencia', ',', 'las', 'personas', 'con', 'este', 'síndrome', 'tienen', 'otros', 'cánceres', 'y', 'otros', 'problemas', 'relacionados', 'con', 'las', 'hormonas', '.']
37	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'B-Concept', 'I-Concept', 'O', 'B-Concept', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O']	['el', 'tratamiento', 'suele', 'ser', 'fluidos', ',', 'analgésicos', 'por', 'vía', 'intravenosa', 'y', 'nutrición', 'artificial', 'durante', 'unos', 'días', 'en', 'el', 'hospital', '.']
38	['O', 'B-Concept', 'I-Concept', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Action', 'B-Concept', 'O']	['los', 'trastornos', 'mentales', 'son', 'comunes', ',', 'pero', 'existen', 'tratamientos', 'disponibles', '.']
39	['O', 'B-Concept', 'B-Action', 'B-Concept', 'I-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'I-Concept', 'I-Concept', 'O']	['las', 'mamografías', 'utilizan', 'rayos', 'x', 'para', 'detectar', 'el', 'cáncer', 'de', 'mama', '.']
40	['O', 'B-Concept', 'I-Concept', 'O', 'B-Concept', 'I-Concept', 'I-Concept', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'I-Concept', 'O', 'O', 'B-Concept', 'O']	['los', 'ensayos', 'clínicos', 'son', 'estudios', 'de', 'investigación', 'que', 'prueban', 'qué', 'tan', 'bien', 'pueden', 'aplicarse', 'los', 'descubrimientos', 'médicos', 'a', 'los', 'pacientes', '.']
41	['B-Predicate', 'B-Concept', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'B-Concept', 'O']	['algunas', 'personas', 'sufren', 'de', 'una', 'enfermedad', 'llamada', 'hemocromatosis', '.']
42	['O', 'B-Concept', 'O', 'O', 'O', 'B-Action', 'O', 'B-Reference', 'O']	['los', 'pesticidas', 'pueden', 'ayudar', 'a', 'librarse', 'de', 'ellas', '.']
43	['O', 'B-Action', 'O', 'B-Concept', 'I-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'B-Concept', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O']	['para', 'diagnosticar', 'la', 'artritis', 'infecciosa', ',', 'su', 'médico', 'puede', 'hacerle', 'pruebas', 'de', 'sangre', ',', 'orina', 'y', 'líquido', 'de', 'la', 'articulación', '.']
44	['B-Reference', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'B-Predicate', 'O', 'B-Action', 'O', 'B-Action', 'B-Concept', 'O']	['usted', 'debe', 'hablar', 'con', 'su', 'médico', 'antes', 'de', 'intentar', 'cualquier', 'tratamiento', 'alternativo', '.']
45	['B-Concept', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'I-Concept', 'O']	['sinusitis', 'consiste', 'en', 'la', 'inflamación', 'de', 'los', 'senos', 'paranasales', '.']
46	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'I-Concept', 'O']	['en', 'general', ',', 'las', 'fobias', 'comienzan', 'en', 'la', 'niñez', 'o', 'en', 'la', 'adolescencia', 'y', 'continúan', 'durante', 'la', 'edad', 'adulta', '.']
47	['O', 'B-Reference', 'B-Concept', 'O', 'O', 'B-Action', 'O', 'B-Action', 'B-Predicate', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'O']	['para', 'esa', 'gente', ',', 'la', 'causa', 'de', 'muerte', 'más', 'común', 'es', 'una', 'infección', ',', 'como', 'una', 'neumonía', '.']
48	['O', 'B-Action', 'O', 'B-Predicate', 'O', 'O', 'B-Concept', 'B-Concept', 'O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O']	['están', 'formadas', 'por', 'capas', 'de', 'una', 'proteína', 'endurecida', 'llamada', 'queratina', ',', 'que', 'también', 'se', 'encuentra', 'en', 'el', 'pelo', 'y', 'la', 'piel', '.']
49	['O', 'B-Action', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'O']	['el', 'hormigueo', 'o', 'entumecimiento', 'puede', 'indicar', 'diabetes', '.']
50	['B-Reference', 'B-Predicate', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O']	['su', 'función', 'principal', 'es', 'filtrar', 'su', 'sangre', '.']
51	['B-Reference', 'O', 'O', 'O', 'B-Action', 'O', 'B-Concept', 'B-Concept', 'O', 'O', 'B-Concept', 'O']	['eso', 'puede', 'conducir', 'a', 'problemas', 'de', 'salud', 'graves', 'e', 'incluso', 'mortales', '.']
52	['O', 'B-Reference', 'B-Action', 'B-Concept', 'O', 'O', 'O', 'B-Predicate', 'O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'B-Predicate', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Predicate', 'B-Concept', 'O', 'O', 'B-Action', 'O', 'B-Concept', 'O']	['si', 'usted', 'tiene', 'prediabetes', 'significa', 'que', 'sus', 'niveles', 'de', 'glucosa', '(', 'un', 'tipo', 'de', 'azúcar', ')', 'en', 'la', 'sangre', 'son', 'más', 'altos', 'de', 'lo', 'normal', 'pero', 'no', 'lo', 'suficientemente', 'altos', 'como', 'para', 'diagnosticarlo', 'con', 'diabetes', '.']
53	['B-Concept', 'I-Concept', 'O', 'O', 'O', 'O', 'B-Predicate', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'O']	['bajo', 'peso', 'quiere', 'decir', 'que', 'es', 'más', 'bajo', 'de', 'lo', 'saludable', 'para', 'usted', '.']
54	['O', 'O', 'B-Action', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'B-Predicate', 'I-Predicate', 'O', 'B-Concept', 'O']	['si', 'usted', 'tiene', 'diabetes', ',', 'debe', 'hacerse', 'un', 'examen', 'de', 'sus', 'ojos', 'una', 'vez', 'al', 'año', '.']
55	['B-Action', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O']	['comer', 'de', 'manera', 'nutritiva', 'no', 'es', 'difícil', '.']
56	['O', 'O', 'B-Concept', 'I-Concept', 'O', 'B-Predicate', 'O', 'B-Concept', 'B-Predicate', 'O', 'B-Concept', 'B-Action', 'O', 'B-Concept', 'O']	['en', 'los', 'estados', 'unidos', ',', 'todos', 'los', 'años', 'millones', 'de', 'personas', 'sufren', 'de', 'lesiones', '.']
57	['O', 'B-Concept', 'I-Concept', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Action', 'B-Concept', 'O']	['la', 'presión', 'arterial', 'alta', ',', 'llamada', 'también', 'hipertensión', ',', 'generalmente', 'no', 'presenta', 'síntomas', '.']
58	['O', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Action', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'O', 'B-Concept', 'O', 'B-Concept', 'I-Concept', 'B-Concept', 'O']	['el', 'gas', 'y', 'las', 'cenizas', 'provenientes', 'del', 'volcán', 'pueden', 'lesionar', 'los', 'pulmones', 'de', 'los', 'niños', 'pequeños', ',', 'los', 'ancianos', 'y', 'las', 'personas', 'con', 'enfermedades', 'respiratorias', 'graves', '.']
59	['O', 'O', 'B-Concept', 'B-Action', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Action', 'O']	['si', 'los', 'gérmenes', 'permanecen', 'en', 'la', 'nariz', 'y', 'en', 'la', 'garganta', 'del', 'niño', ',', 'probablemente', 'no', 'se', 'enferme', '.']
60	['O', 'O', 'O', 'O', 'B-Action', 'O', 'O', 'B-Concept', 'I-Concept', 'O', 'B-Action', 'O', 'B-Predicate', 'O', 'B-Concept', 'O', 'O', 'O', 'O', 'B-Action', 'O', 'B-Concept', 'O']	['no', 'obstante', ',', 'el', 'prolapso', 'de', 'la', 'válvula', 'mitral', ',', 'aumenta', 'el', 'riesgo', 'de', 'endocarditis', ',', 'un', 'tipo', 'de', 'infección', 'del', 'corazón', '.']
61	['O', 'B-Action', 'O', 'B-Action', 'O', 'B-Reference', 'B-Concept', 'O']	['nadie', 'conoce', 'la', 'causa', 'de', 'este', 'síndrome', '.']
62	['O', 'B-Concept', 'O', 'O', 'O', 'B-Concept', 'O', 'O', 'O', 'B-Action', 'O', 'B-Concept', 'I-Concept', 'B-Concept', 'O', 'B-Concept', 'O']	['los', 'meningococos', 'pueden', 'causar', 'otros', 'problemas', ',', 'incluyendo', 'una', 'infección', 'del', 'torrente', 'sanguíneo', 'grave', 'llamada', 'sepsis', '.']
63	['O', 'B-Concept', 'B-Predicate', 'O', 'B-Concept', 'O', 'O', 'B-Action', 'O', 'B-Concept', 'B-Concept', 'O', 'O', 'B-Action', 'B-Concept', 'O']	['las', 'buenas', 'prácticas', 'de', 'higiene', ',', 'incluyendo', 'lavarse', 'las', 'manos', 'correctamente', ',', 'pueden', 'evitar', 'infecciones', '.']
